Категория,Артикул,Бренд,Фото (ссылка),Фото (ссылка) 2,,,,Фото (ссылка) 3,Размер,Описание,Материал,Покрытие,Камень,Цена,Количество,Коллекции,
Кольца,LA2L141/3/2,La2L,https://drive.google.com/file/d/1rU7nV19gohSk3TBtDR2Q9UenM55DUEuH/view?usp=drive_link,https://drive.google.com/file/d/1wePfQuKtIBNH7dXbrx2_SPLnvgDWYfgS/view?usp=drive_link,,,,,16.5,"Кольцо перевертыш Глаз NACRE

Sacha - это довольно разнообразная коллекция, богатая символами.
Глаз традиционно ассоциируется с интуицией, светом, интеллектом и открытостью мышления. Он встречается во многих цивилизациях. "," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перламтур",59 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L141/2/1,La2L,https://drive.google.com/file/d/1IaJaAZNAL9ji-goyW8wSO8yDym0UPx-Q/view?usp=drive_link,https://drive.google.com/file/d/1wePfQuKtIBNH7dXbrx2_SPLnvgDWYfgS/view?usp=drive_link,,,,,16,"Кольцо перевертыш Глаз PERIDOT

Sacha - это довольно разнообразная коллекция, богатая символами.
Глаз традиционно ассоциируется с интуицией, светом, интеллектом и открытостью мышления. Он встречается во многих цивилизациях. "," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перидот",59 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L141/5,La2L,https://drive.google.com/file/d/1LtxRuxmpFPqO1DMFHsRCfDjkUgzMSb-k/view?usp=drive_link,https://drive.google.com/file/d/1wePfQuKtIBNH7dXbrx2_SPLnvgDWYfgS/view?usp=drive_link,,,,,17,"Кольцо перевертыш Глаз PYRITE

Sacha - это довольно разнообразная коллекция, богатая символами.
Глаз традиционно ассоциируется с интуицией, светом, интеллектом и открытостью мышления. Он встречается во многих цивилизациях. "," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Пирит",59 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L141/4,La2L,https://drive.google.com/file/d/1BUaXrmNXo9o3pex_oSDsd7YMsvXTFMxf/view?usp=drive_link,https://drive.google.com/file/d/1wePfQuKtIBNH7dXbrx2_SPLnvgDWYfgS/view?usp=drive_link,,,,,17,"Кольцо перевертыш Глаз HESSONITE

Sacha - это довольно разнообразная коллекция, богатая символами.
Глаз традиционно ассоциируется с интуицией, светом, интеллектом и открытостью мышления. Он встречается во многих цивилизациях. "," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гессонит",59 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L141/4,La2L,https://drive.google.com/file/d/1BUaXrmNXo9o3pex_oSDsd7YMsvXTFMxf/view?usp=drive_link,https://drive.google.com/file/d/1wePfQuKtIBNH7dXbrx2_SPLnvgDWYfgS/view?usp=drive_link,,,,,17.5,"Кольцо перевертыш Глаз HESSONITE

Sacha - это довольно разнообразная коллекция, богатая символами.
Глаз традиционно ассоциируется с интуицией, светом, интеллектом и открытостью мышления. Он встречается во многих цивилизациях. "," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гессонит",59 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L141/6/1,La2L,https://drive.google.com/file/d/1GZ6apEOHV7VBg_PqHzoykJmCgUiHL0-G/view?usp=drive_link,https://drive.google.com/file/d/1wePfQuKtIBNH7dXbrx2_SPLnvgDWYfgS/view?usp=drive_link,,,,,16.5,"Кольцо перевертыш Глаз CITRINE

Sacha - это довольно разнообразная коллекция, богатая символами.
Глаз традиционно ассоциируется с интуицией, светом, интеллектом и открытостью мышления. Он встречается во многих цивилизациях. 
"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Цитрин",59 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L127/1,La2L,https://drive.google.com/file/d/1CG-5GcBPzZZoXTU8ZlIB8ZqTG97Z2ABo/view?usp=drive_link,https://drive.google.com/file/d/1K5jjBpiLiEkcQe94j7o2bsYzvDN6K43g/view?usp=drive_link,https://drive.google.com/file/d/1TEwLz4qWUeLnGs4il3zmr5icNgMbHulo/view?usp=drive_link,https://drive.google.com/file/d/1ReCSDFqXBKNjWIevmM-p9C_Ur9Dv4Fte/view?usp=drive_link,,,Регулируемый,Кольцо Aya Барашек," 
Латунь
 "," 

Позолота "," 

 ",56 000,0,,
Кольца,LA2L127,La2L,https://drive.google.com/file/d/1XTjMq9l55vey_JtLCj-HTtL6j6mM9nIy/view?usp=drive_link,https://drive.google.com/file/d/1F3NFPSTg0RfSoZszjonjRWFq7LM1Urzj/view?usp=drive_link,https://drive.google.com/file/d/1xn0qp5Ne6ptJr-KX9JUmSJb5qLNcrSmS/view?usp=drive_link,https://drive.google.com/file/d/1ncnun4wkn0SA7ok7_o4KckDPqA_llPw8/view?usp=drive_link,,,Регулируемый,"Кольцо Aya Львы

Коллекция Aya вдохновлена Сехмет — богиней-львицей египетской мифологии. Египтяне почитали её как защитницу в военное время и связывали с солнечной силой, оберегающей добро и наказывающей зло. Образ льва и львицы символизирует мужество, равновесие и здравый смысл."," 
Латунь
 "," 

Позолота "," 

 ",56 000,1,,
Кольца,LA2L168/1,La2L,https://drive.google.com/file/d/1otIL5qgboUipxxcqbYmCrpvrJpHQu9GE/view?usp=drive_link,https://drive.google.com/file/d/1K7CqDL97gl9mthIXal0-Lz4nWT_Ui3_x/view?usp=drive_link,,,,,Регулируемый,"Кольйо Aya Львы с камнями

Кольцо со львом в античном исполнении и ярким камнем

Коллекция Aya вдохновлена Сехмет — богиней-львицей египетской мифологии. Египтяне почитали её как защитницу в военное время и связывали с солнечной силой, оберегающей добро и наказывающей зло. Образ льва и львицы символизирует мужество, равновесие и здравый смысл."," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перламутр",65 000,0,,
Кольца,LA2L168/2,La2L,https://drive.google.com/file/d/1yMLBwPrjKHHI077RILW7V9LxeNqjsI5v/view?usp=drive_link,https://drive.google.com/file/d/1K7CqDL97gl9mthIXal0-Lz4nWT_Ui3_x/view?usp=drive_link,,,,,Регулируемый,"Кольйо Aya Львы с камнями

Кольцо со львом в античном исполнении и ярким камнем

Коллекция Aya вдохновлена Сехмет — богиней-львицей египетской мифологии. Египтяне почитали её как защитницу в военное время и связывали с солнечной силой, оберегающей добро и наказывающей зло. Образ льва и львицы символизирует мужество, равновесие и здравый смысл."," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Зеленый агат",65 000,1,,
Кольца,LA2L144/2,La2L,https://drive.google.com/file/d/1hxcC9CI4PR0FFHLOOdrSUHZIf6-K7rxF/view?usp=drive_link,https://drive.google.com/file/d/1nmijU2sJX3q2m17bh_AgnolCxuEeYc7o/view?usp=drive_link,,,,,16,"Кольцо Sacha Пламенное Сердце

Sacha - это довольно разнообразная коллекция, богатая символами.
Сердце - символ любви и глубоких чувств. В древности считалось, что именно в сердце обитает душа человека."," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",59 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L144/2,La2L,https://drive.google.com/file/d/1hxcC9CI4PR0FFHLOOdrSUHZIf6-K7rxF/view?usp=drive_link,https://drive.google.com/file/d/1nmijU2sJX3q2m17bh_AgnolCxuEeYc7o/view?usp=drive_link,,,,,16.5,"Кольцо Sacha Пламенное Сердце

Sacha - это довольно разнообразная коллекция, богатая символами.
Сердце - символ любви и глубоких чувств. В древности считалось, что именно в сердце обитает душа человека."," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",59 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
Кольца,LA2L144/2,La2L,https://drive.google.com/file/d/1hxcC9CI4PR0FFHLOOdrSUHZIf6-K7rxF/view?usp=drive_link,https://drive.google.com/file/d/1nmijU2sJX3q2m17bh_AgnolCxuEeYc7o/view?usp=drive_link,,,,,17,"Кольцо Sacha Пламенное Сердце

Sacha - это довольно разнообразная коллекция, богатая символами.
Сердце - символ любви и глубоких чувств. В древности считалось, что именно в сердце обитает душа человека."," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",59 000,1,"возможна минимальная погрешность в размере (до ±0,3 мм)",
